account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_info,merchant_state,merchant_category_code,transaction_number
31938,12222020 14:36:18,1.03,12242020,900002511,WAL-MART,AMERICAN FORK,Michigan,5411,12
31938,12222020 14:35:30,1.94,12242020,900002511,WAL-MART,AMERICAN FORK,Michigan,5411,11
19855,04062021 17:30:09,24.72,4082021,900002763,WAL-MART,DONNA,New York,5411,3
23991,03252021 19:51:30,49.12,3272021,900003294,WAL-MART,LOUISVILLE,California,5411,1
17178,03282021 16:28:25,47.34,3302021,900003533,WAL-MART,DENVER (N),California,5411,3
31092,04092021 20:12:54,9.63,4112021,900004484,WAL-MART,RALEIGH,Illinois,5411,2
17447,03162021 07:56:36,24.58,3182021,900004712,SAMS CLUB SAM'S Club,HOUSTON,Alaska,5300,1
31957,04072021 17:53:17,500,4092021,900005980,WAL-MART,GRANITE BAY,Hawaii,5411,2
32307,03312021 10:06:34,30.28,4022021,900006323,WAL-MART,GULFPORT,California,5411,3
22965,03312021 13:32:48,173.79,4012021,1045335655,SNEAKEROLOGY - MANHASS,MANHASSET,New York,5661,4
28382,04012021 15:11:32,21.39,4022021,1088186000,YOUNG CHOW LOO,BURLINGTON,Arizona,5812,5
26603,03042021 12:47:49,13.03,3062021,1197342403,WORLD WRAPPS SANTA CLA,SANTA CLARA,New York,5812,15
14829,02052021 19:58:16,264.19,2062021,1582634347,POSTO 22,NEW ROCHELLE,Texas,5812,4
14558,04042021 06:14:12,17.28,4052021,1670658934,2COCOM*ABSOLUTEH&O,888-247-1614,California,5818,1
32922,02102021 14:33:43,97.72,2112021,2291230103,Campus Bookstor 525 E O,TEMPE,New Jersey,5942,3
32628,04062021 11:54:19,16,4082021,2737425389,PIOLA RESTAURANT,HOUSTON,California,5812,49
28226,04062021 11:54:32,16.68,4082021,2737425389,PIOLA RESTAURANT,HOUSTON,Pennsylvania,5812,74
38829,04062021 11:54:56,17,4082021,2737425389,PIOLA RESTAURANT,HOUSTON,Ohio,5812,140
37466,01172021 20:24:46,34.78,1192021,2737425389,PIOLA RESTAURANT,HOUSTON,Ohio,5812,23
37466,03212021 17:05:03,39.03,3232021,2737425389,PIOLA RESTAURANT,HOUSTON,Ohio,5812,144
37466,02192021 20:07:51,44.9,2222021,2737425389,PIOLA RESTAURANT,HOUSTON,Ohio,5812,83
37466,02102021 20:29:31,44.9,2122021,2737425389,PIOLA RESTAURANT,HOUSTON,Ohio,5812,67
31452,02222021 10:48:25,21.79,2242021,5032551995,BED BATH & BEYOND #51,WEBSTER,Tennessee,5719,22
31452,02022021 12:00:42,37.87,2042021,5054485999,ULTA,WEBSTER,Tennessee,5399,10
31452,04062021 13:45:50,53.03,4082021,5054485999,ULTA,WEBSTER,Tennessee,5399,62
36717,04062021 13:46:52,61.71,4082021,5054485999,ULTA,WEBSTER,Illinois,5399,40
33945,04012021 11:21:21,5.37,4022021,6844583000,NEW BRIDGE FARMERS MAR,BERGENFIELD,Ohio,5411,16
22965,03112021 13:10:39,97.48,3132021,7019230999,BED BATH & BEYOND #123,NEW HYDE PARK,New York,5719,2
37226,03222021 12:16:42,180.47,3242021,8013219000,HOUSTON S (713) 529-23,HOUSTON,New York,5812,70
24616,04012021 10:15:01,70.46,4032021,8013581000,R+D KITCHEN (214)890-7,DALLAS,Colorado,5812,2
28226,02222021 23:33:57,2,2232021,8015291431,STATE OF CALIF DMV INT,800-777-0133,Pennsylvania,9399,25
17504,03232021 07:47:25,7,3242021,8015996450,CHOP MONTHLY PARKING,PHILADELPHIA,California,8062,4
32104,03172021 14:15:58,1.8,3182021,8024119995,SMARTPARK 3RD ALDER,PORTLAND,Massachusetts,7523,2
32104,03222021 16:22:48,5.4,3232021,8024119995,SMARTPARK 3RD ALDER,PORTLAND,Massachusetts,7523,8
14281,03202021 12:35:55,10.75,3222021,8024264940,NYCDOT PARKING METERS,LONG ISLAND CITY,Texas,7523,12
28226,03232021 16:26:26,32.48,3242021,8024441084,CANINE COUNTRY CLUB,KATY,Pennsylvania,7299,62
15482,03262021 15:33:39,1,3272021,8027051898,TX CAPITOLPARKINGMETER,AUSTIN,Kansas,9399,26
17538,04022021 09:29:41,1.37,4032021,8027784068,AMC SCC CHOICES CAFE,ALBANY,California,5499,4
17538,03312021 09:24:25,6.04,4012021,8027784068,AMC SCC CHOICES CAFE,ALBANY,California,5499,3
17538,04072021 09:37:48,6.04,4082021,8027784068,AMC SCC CHOICES CAFE,ALBANY,California,5499,5
17538,03302021 09:23:34,7.32,3312021,8027784068,AMC SCC CHOICES CAFE,ALBANY,California,5499,1
26045,04052021 12:23:51,5.72,4062021,8029844381,250 CLEANERS,COLUMBIA,Hawaii,7216,4
24732,04022021 10:42:56,11.7,4032021,8030346368,SHERATON COLUMBUS AT C,COLUMBUS,Virginia,5812,4
24732,04052021 09:19:13,7.3,4062021,8030346368,SHERATON COLUMBUS AT C,COLUMBUS,Virginia,5812,6
24732,04062021 09:31:20,7.4,4072021,8030346368,SHERATON COLUMBUS AT C,COLUMBUS,Virginia,5812,7
37466,01262021 11:48:49,1.75,1272021,8031117859,COCA COLA,HOUSTON,Ohio,5814,39
38829,12252020 15:56:18,1.75,12262020,8031117859,COCA COLA,HOUSTON,Ohio,5814,148
38829,01252021 17:18:36,1.75,1262021,8031117859,COCA COLA,HOUSTON,Ohio,5814,33
38829,02052021 16:50:41,1.75,2062021,8031117859,COCA COLA,HOUSTON,Ohio,5814,51
38829,12272020 15:31:54,1.75,12282020,8031117859,COCA COLA,HOUSTON,Ohio,5814,149
38829,02112021 16:44:01,1.75,2122021,8031117859,COCA COLA,HOUSTON,Ohio,5814,60
38829,12252020 15:25:12,1.75,12262020,8031117859,COCA COLA,HOUSTON,Ohio,5814,147
17504,03222021 05:30:34,30,3232021,8031346110,ST LUKES HOSPITAL EPIC,BETHLEHEM,California,8062,3
26607,03012021 12:06:39,3,3082021,8031657110,PARKING CONCEPTS L641,SAN FRANCISCO,Michigan,7523,43
37466,01182021 15:24:22,3.83,1202021,8031712642,MERCHANT,HOUSTON,Ohio,5499,24
30881,03132021 07:27:00,15.8,3152021,8032227996,RTACO 0536,DALLAS,New Jersey,5813,17
26522,01252021 16:36:04,0.5,1262021,8032325303,COCA COLA,DRAPER,Louisiana,5814,1
31938,01252021 16:37:05,0.5,1262021,8032325303,COCA COLA,DRAPER,Michigan,5814,8
31938,01252021 16:36:39,0.5,1262021,8032325303,COCA COLA,DRAPER,Michigan,5814,7
24379,04052021 17:17:27,26,4062021,8033269930,LINS CHINA GARDEN INC,517-372-3838,Florida,5812,2
32628,01042021 12:57:33,12.54,1052021,8033543375,MALA SICHUAN BISTRO,HOUSTON,California,5812,4
28226,01042021 12:57:55,12.56,1052021,8033543375,MALA SICHUAN BISTRO,HOUSTON,Pennsylvania,5812,3
28226,02222021 23:33:56,0.04,2232021,8034814965,CA DMV FEE,678-731-5516,Pennsylvania,9399,24
24124,04062021 10:36:53,89.66,4072021,8035325011,SYLVAN STREET GRILLE,PEABODY,Wyoming,5813,3
20908,04012021 15:50:58,17.87,4022021,8035927329,MDW GENES BISTRO 69014,CHICAGO,New Jersey,5814,5
26607,02152021 18:41:55,3.51,2162021,8036039421,BETTER BUZZ COFFEE COM,ESCONDIDO,Michigan,5814,29
28440,04052021 18:23:00,8.15,4062021,8036067836,CARLS JR,AMERICAN FORK,Illinois,5814,10
28440,04012021 19:50:56,9.18,4022021,8036067836,CARLS JR,AMERICAN FORK,Illinois,5814,6
25770,03312021 14:20:31,48.23,4012021,8036460353,CARLS JR,YUMA,New Jersey,5812,56
20908,03302021 19:37:11,10,3312021,8036693516,BLACKWIRELESS COM,914-216-7928,New Jersey,4814,3
31593,03192021 09:46:02,859.75,3202021,8036863218,NORTH HOUSTON BEEMER L,SPRING,Kansas,7538,2
24493,04052021 10:21:28,17,4062021,8037034470,TACOS DON NACHO,PAWTUCKET,Maryland,5812,3
37500,03212021 21:21:19,70,3232021,9116103483,GOTOBUS 617-354-2101,617-354-2101,Pennsylvania,4722,1
37226,03262021 14:56:22,13.36,3292021,10015715005,SHELL OIL,SCOTTSDALE,New York,5541,74
20759,01312021 07:36:56,4.06,2012021,11000035001,Starbucks,DALLAS,New Mexico,5814,7
17079,03172021 09:35:58,42.68,3182021,12070904002,WHOLEFDS,FREMONT,New Jersey,5411,15
37466,01022021 15:38:46,86.11,1032021,13895383002,WHOLEFDS,HOUSTON,Ohio,5411,4
31452,02082021 19:09:11,9.46,2092021,17396302630,LAS AMERICAS MEXICAN T,PEARLAND,Tennessee,5812,11
32407,03182021 16:47:05,19,3202021,20511838000,TWENTY FOUR SEVEN CONV,CLIFTON,Colorado,5499,6
32407,03182021 16:25:42,7,3202021,20511838000,TWENTY FOUR SEVEN CONV,CLIFTON,Colorado,5499,5
17178,03272021 18:40:51,27.13,3292021,20637152432,T AND R LIQUOR STORE,AURORA,California,5921,1
35934,04032021 09:22:45,15.95,4052021,21344316000,YORKVILLE BAGEL & CAFE,NEW YORK,Nevada,5814,2
24379,04032021 19:49:33,44,4052021,21437009000,DISPATCH SPORTS PUB &,LANSING,Florida,5812,1
26603,03022021 13:00:30,17.9,3042021,21446927000,SMOKE EATERS -  SANTA,SANTA CLARA,New York,5812,13
14281,03202021 13:10:41,242.63,3222021,21516661000,LA BOITE EN BOIS,NEW YORK,Texas,5812,13
26607,01272021 13:57:48,28.86,1292021,21582572000,BOSSCAT KITCHEN & LIBA,NEWPORT BEACH,Michigan,5812,23
31094,12302020 19:02:37,14,1012021,21638752000,THE MOON TOWER INN,HOUSTON,New Jersey,5812,143
31094,12302020 18:05:35,34.24,1012021,21638752000,THE MOON TOWER INN,HOUSTON,New Jersey,5812,142
33717,03062021 11:10:26,32.47,3082021,21641492000,NORTHSTAR CAFE,WESTERVILLE,California,5812,57
43991,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS,BRIGHTON,Michigan,5812,30
53111,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS,HAMILTON,Ohio,5812,30
14281,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS,HOBOKEN,Texas,5812,4
11111,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS,HOUSTON,Texas,5812,30
28226,02162021 12:05:29,172.02,2202021,21651762000,BEST WESTERN PLUS GARD,FREMONT,Pennsylvania,3502,21
20759,04052021 16:44:25,104.44,4072021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,76
20759,03222021 16:34:57,118.1,3242021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,61
20759,03092021 17:34:31,138.25,3112021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,42
24616,04022021 16:21:18,177.22,4052021,21652460000,CAFE PACIFIC,DALLAS,Colorado,5812,3
20759,02012021 17:19:00,45.24,2032021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,12
20759,02242021 17:23:45,77.37,2262021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,23
20759,03242021 16:18:12,81.7,3262021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,65
20759,03272021 16:08:43,82.79,3292021,21652460000,CAFE PACIFIC,DALLAS,New Mexico,5812,73
31094,03242021 19:26:33,35.23,3262021,21661206000,BCN TASTE AND TRADITIO,HOUSTON,New Jersey,5812,116
37466,03242021 19:25:54,7.95,3262021,21661206000,BCN TASTE AND TRADITIO,HOUSTON,Ohio,5812,149
18393,01202021 13:25:28,10,1272021,21668538000,LA TAPATIA MEXICAN CAF,HOUSTON,Alaska,5812,6
37222,01212021 12:28:59,125,1232021,21668538000,SHELL OIL,LOS ANGELES,California,5812,5
18054,01112021 11:59:09,13,1132021,21668538000,LA TAPATIA MEXICAN CAF,HOUSTON,South Dakota,5812,2
53222,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,ASHLAND,Ohio,5812,5
44891,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,BRIDGEPORT,New Jersey,5812,5
43991,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,BRIGHTON,Michigan,5812,5
53111,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,HAMILTON,Ohio,5812,5
38829,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,HOUSTON,Ohio,5812,23
11111,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,HOUSTON,Texas,5812,5
54999,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,KULPSVILLE,Pennsylvania,5812,5
22222,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,LOS ANGELES,California,5812,5
33555,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,MIDDLE ISLAND,New York,5812,5
54722,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,SAN JOSE,California,5812,5
54891,01212021 12:28:59,14,1232021,21668538000,LA TAPATIA MEXICAN CAF,SIOUX FALLS,South Dakota,5812,5
46762,01212021 12:28:59,15,1232021,21668538000,BURGER KING,ALASKA,Alaska,5812,5
33333,01212021 12:28:59,525,1232021,21668538000,McDonalds,NEW YORK,New York,5812,5
54566,01212021 12:28:59,8,1232021,21668538000,Starbucks,ILLINOIS,Illinois,5812,5
54992,01212021 12:28:59,8.3,1232021,21668538000,Taco Bell,BALTIMORE,Maryland,5812,5
37466,01302021 11:35:18,63.05,2012021,21670878000,GORRONO,MOUNTAIN VILL,Ohio,5812,47
33717,02282021 17:51:44,452.04,3022021,21672425000,T-MICHAELS STEAK & LOB,NAPLES,California,5812,38
23202,04042021 09:33:23,49.1,4052021,21672502000,HILL CAFE,LEWISVILLE,Pennsylvania,5812,1
37466,02262021 13:05:58,21.16,3012021,22113962432,PONDICHERI HOUSTON,HOUSTON,Ohio,5812,96
22965,03162021 22:34:28,9.48,3182021,22320470000,EMPIRE STATE RADIOLOGY,718-223-4685,New York,8099,3
17079,02152021 11:52:20,457.37,2162021,23863936002,WHOLEFDS,SANTA CLARA,New Jersey,5411,8
26995,04062021 14:20:38,15.94,4072021,23864520001,NORDSTROM,NEW ORLEANS,New York,5311,15
19517,03312021 09:23:38,5.27,4012021,29802793798,HY-VEE KANSAS CI 8301 N,KANSAS CITY,Maryland,5411,2
31488,03152021 16:27:37,14.87,3172021,29806383709,FOOD EMPO 452 W 43RD S,NEW YORK,Texas,5411,2
37466,04082021 16:03:54,27.71,4092021,47405048002,WHOLEFDS,HOUSTON,Ohio,5411,162
37466,04042021 14:44:02,32.98,4052021,47405048002,WHOLEFDS,HOUSTON,Ohio,5411,155
37466,03062021 20:00:09,36.83,3072021,47405048002,WHOLEFDS,HOUSTON,Ohio,5411,113
37466,04072021 15:21:05,52.01,4082021,47405048002,WHOLEFDS,HOUSTON,Ohio,5411,161
37466,03142021 15:43:03,81.46,3152021,47405048002,WHOLEFDS,HOUSTON,Ohio,5411,130
37466,04102021 12:41:51,88.12,4112021,47405048002,WHOLEFDS,HOUSTON,Ohio,5411,164
26995,04012021 11:47:07,1.8,4032021,48200105996,WAL-MART,CORINTH,New York,5411,10
26995,03312021 15:17:14,3.23,4022021,48200105996,WAL-MART,CORINTH,New York,5411,7
31452,03152021 18:31:38,42.81,3162021,48200872991,WAL-MART,PEARLAND,Tennessee,5411,40
36717,02222021 12:27:28,37.48,2232021,48201062998,WAL-MART,FRIENDSWOOD,Illinois,5411,26
31452,02222021 12:25:45,98.15,2232021,48201062998,WAL-MART,FRIENDSWOOD,Tennessee,5411,23
36620,03242021 11:49:36,2.93,3252021,48201095998,WAL-MART,GLENWOOD SPRI,New York,5310,5
18393,01022021 09:43:06,49.97,1042021,48201409991,WAL-MART,HOUSTON,Alaska,5310,2
18393,01012021 10:50:22,8.6,1032021,48201409991,WAL-MART,HOUSTON,Alaska,5310,1
18393,01032021 15:19:09,8.88,1052021,48201409991,WAL-MART,HOUSTON,Alaska,5310,5
25770,03232021 12:05:12,37.27,3242021,48201746996,WAL-MART,TEMPE,New Jersey,5411,18
21152,03282021 19:23:59,8.85,3292021,48202713995,WAL-MART,BIRMINGHAM,New Jersey,5411,5
16841,03302021 11:02:53,9.62,3312021,48202838990,WAL-MART,HENDERSON,New York,5411,1
36620,03232021 11:57:51,9.19,3242021,48203227995,WAL-MART,MONUMENT,New York,5411,2
23991,03312021 17:30:29,18,4012021,48203294995,WAL-MART,LOUISVILLE,California,5411,3
23312,04092021 12:00:45,20.2,4112021,48203308993,WAL-MART,MIDDLEBURG,Ohio,5411,2
23312,04082021 12:47:52,53.99,4102021,48203308993,WAL-MART,MIDDLEBURG,Ohio,5411,1
36717,02212021 13:55:00,140.81,2222021,48203510994,WAL-MART,PEARLAND,Illinois,5411,25
36836,03302021 12:11:22,12,4012021,48205028995,WAL-MART,TOLEDO,New York,5411,1
36836,04042021 12:22:26,38.99,4052021,48205028995,WAL-MART,TOLEDO,New York,5411,5
36620,03232021 20:58:23,5.43,3242021,48205458994,WAL-MART,DELTA,New York,5411,4
33717,02232021 16:28:50,25.44,2252021,48205471997,WAL-MART,MANSFIELD,California,5411,29
36836,04042021 12:00:33,7,4062021,51606314000,CARESS CAR WASH,HOLLAND,New York,7542,4
17079,02122021 16:33:18,32.24,2152021,52598489000,EL TORITO MILPITAS,MILPITAS,New Jersey,5812,2
37226,03252021 08:59:15,5.57,3272021,57441389004,SHELL OIL,SCOTTSDALE,New York,5541,72
25770,03282021 22:37:56,15,3302021,57441822509,SHELL OIL,PHOENIX,New Jersey,5541,37
25770,03282021 22:39:51,2.39,3302021,57441822509,SHELL OIL,PHOENIX,New Jersey,5541,38
25770,03212021 09:42:50,3.76,3232021,57441822509,SHELL OIL,PHOENIX,New Jersey,5541,9
37226,02152021 16:41:50,3.96,2172021,57441827003,SHELL OIL,SCOTTSDALE,New York,5541,47
36827,03302021 11:22:16,7.78,4012021,57443220801,SHELL OIL,LAS VEGAS,Texas,5541,2
37226,02262021 15:47:19,3.3,3012021,57444314108,SHELL OIL,SCOTTSDALE,New York,5541,58
37226,03012021 15:42:11,4.76,3032021,57444314108,SHELL OIL,SCOTTSDALE,New York,5541,60
26607,02152021 18:16:42,31.85,2172021,57446146904,SHELL OIL,ESCONDIDO,Michigan,5542,27
33717,02112021 18:53:29,20.33,2132021,57446338303,SHELL OIL,MOUNT GILEAD,California,5541,10
33717,02282021 14:08:43,22.88,3022021,57542514401,SHELL OIL,NAPLES,California,5541,37
31452,02282021 18:21:07,28.78,3022021,57543433205,SHELL OIL,SUGAR LAND,Tennessee,5542,26
37466,03202021 17:19:43,2.8,3222021,57543437404,SHELL OIL,HOUSTON,Ohio,5541,141
53222,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,ASHLAND,Ohio,5542,8
44891,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,BRIDGEPORT,New Jersey,5542,8
43991,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,BRIGHTON,Michigan,5542,8
53111,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,HAMILTON,Ohio,5542,8
38829,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,HOUSTON,Ohio,5542,91
11111,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,HOUSTON,Texas,5542,8
54999,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,KULPSVILLE,Pennsylvania,5542,8
22222,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,LOS ANGELES,California,5542,8
33555,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,MIDDLE ISLAND,New York,5542,8
54722,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,SAN JOSE,California,5542,8
54891,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL,SIOUX FALLS,South Dakota,5542,8
38829,04082021 15:18:22,29.75,4102021,57543437404,SHELL OIL,HOUSTON,Ohio,5542,144
37466,03202021 17:20:31,37.95,3222021,57543437404,SHELL OIL,HOUSTON,Ohio,5542,142
32628,04052021 18:44:38,27.15,4072021,57544968407,SHELL OIL,TOMBALL,California,5542,47
25643,01082021 19:46:47,10.54,1112021,57544987209,SHELL OIL,PEARLAND,Illinois,5541,17
25643,01122021 21:09:05,6.45,1142021,57544987209,SHELL OIL,PEARLAND,Illinois,5541,22
17447,03302021 12:10:52,14.56,4012021,59432593283,ROSS STORES #328,HOUSTON,Alaska,5310,4
19444,04032021 12:53:08,94.11,4052021,59432612851,ROSS STORES #1285,LOS ANGELES,New York,5310,1
13868,04012021 07:38:27,15.5,4032021,62207271990,LEXINGTON TRUE VALUE H,LEXINGTON,Indiana,5251,3
36453,03232021 11:53:55,50,3242021,67050307768,BEST BUY,SNELLVILLE,Pennsylvania,5732,1
37226,01152021 14:31:25,270.11,1162021,67050308709,BEST BUY,SCOTTSDALE,New York,5732,14
18393,01022021 14:47:45,17.3,1032021,67107000705,THE HOME DEPOT,HOUSTON,Alaska,5200,3
22824,01302021 12:02:14,27.04,1312021,67107004723,THE HOME DEPOT,HOUSTON,Arizona,5200,3
22824,02022021 13:21:49,7.55,2032021,67107004723,THE HOME DEPOT,HOUSTON,Arizona,5200,4
32489,04032021 15:19:45,30.51,4042021,67107005225,THE HOME DEPOT,DENVER,Texas,5200,4
21152,03282021 11:00:35,10.82,3292021,67107009474,THE HOME DEPOT,BIRMINGHAM,New Jersey,5200,4
19820,03312021 10:56:11,18.41,4012021,67107011223,THE HOME DEPOT,CHARLOTTE,Colorado,5200,1
17079,02142021 12:11:09,87.2,2152021,67107011884,THE HOME DEPOT,FREMONT,New Jersey,5200,7
15482,03032021 20:01:37,18.88,3052021,67107015265,THE HOME DEPOT,SUNSET VALLEY,Kansas,5200,19
15482,02272021 15:05:31,2.94,3012021,67107015265,THE HOME DEPOT,SUNSET VALLEY,Kansas,5200,18
26856,02142021 10:20:05,9.9,2162021,67107028938,THE HOME DEPOT,SPRING,Wisconsin,5200,7
32922,02142021 13:30:56,257.05,2152021,90930008001,NORDSTROM,SCOTTSDALE,New Jersey,5311,7
32922,02132021 14:59:46,37.82,2142021,90930008001,NORDSTROM,SCOTTSDALE,New Jersey,5311,5
22782,03292021 18:48:22,12.45,3302021,118000000000,USPS.COM*,PLANT CITY,Massachusetts,9402,2
19862,04082021 19:03:26,14,4102021,160000000000,STOP & SHOP,LYNN,California,5411,4
17032,03272021 10:02:23,32.37,3282021,160000000000,STOP & SHOP,PISCATAWAY,Minnesota,5411,2
29402,04092021 01:10:58,1.95,4102021,174000000000,PP*7755CODE,402-935-7733,Pennsylvania,8999,1
17777,04022021 06:05:44,10.59,4032021,174000000000,PAYPAL,402-935-7733,California,4829,1
27486,03302021 17:05:52,20,3312021,174000000000,PAYPAL,402-935-7733,Oregon,6051,1
17777,04022021 06:54:49,20.88,4032021,174000000000,PAYPAL,402-935-7733,California,4829,2
17561,03252021 05:27:32,200,3262021,174000000000,PAYPAL,402-935-7733,Minnesota,4816,3
28658,01222021 15:29:20,14.4,1232021,174000000000,IVISA ORDER,786-574-6055,New York,4722,1
19485,01202021 08:55:37,35,1212021,174000000000,PAYPAL,800-562-1465,California,5999,7
21795,03302021 14:43:13,38.41,3312021,174000000000,PAYPAL,402-935-7733,Massachusetts,5611,1
32628,01052021 16:00:35,51.75,1062021,174000000000,PAYPAL,402-935-7733,California,4829,7
33717,03212021 12:52:18,416.53,3222021,175000000000,LOWE'S,MANSFIELD,California,5200,93
33717,03202021 15:48:31,7.18,3212021,175000000000,LOWE'S,COLUMBUS,California,5200,89
33717,03232021 06:04:33,10.73,3242021,175000000000,LOWE'S,COLUMBUS,California,5200,95
21152,04092021 08:17:21,24.24,4102021,175000000000,LOWE'S,LAKE PARK,New Jersey,5200,7
24029,04072021 12:08:34,12.08,4082021,175000000000,LOWE'S,PROSPER,California,5200,19
25770,04072021 15:52:18,24.84,4082021,179000000000,H&M0443,TEMPE,New Jersey,5651,83
26045,04032021 10:06:02,4.62,4052021,191000000000,FALCON ACE HARDWARE,COLUMBIA,Hawaii,5251,3
33717,02192021 15:47:09,40.03,2212021,215000000000,CHESHIRE MARKET,GALENA,California,5499,20
33717,02162021 15:53:35,43.79,2182021,215000000000,CHESHIRE MARKET,GALENA,California,5499,16
33717,03032021 08:30:39,3505.28,3042021,215000000000,MIDWESTERN AUTO GROUP,DUBLIN,California,5511,43
33717,03082021 07:15:51,50,3092021,218000000000,OHIO HEALTH KIOSK,COLUMBUS,California,8099,59
20908,04022021 19:39:48,16.21,4052021,221000000000,HOOTERS OF PEACHTREE S,ATLANTA,New Jersey,5812,7
20908,04032021 20:06:45,17.73,4052021,221000000000,HOOTERS OF PEACHTREE S,ATLANTA,New Jersey,5812,8
33717,04092021 07:25:34,20.63,4102021,222000000000,FRESH THYME #309,WESTERVILLE,California,5411,113
32407,03182021 08:15:57,7,3192021,225000000000,DEANS HOT BAGELS LLC,CLIFTON,Colorado,5812,2
36717,02132021 08:02:11,72,2152021,225000000000,KENNY & ZIGGY'S DELI,CHICAGO,Illinois,5812,11
32628,01052021 12:07:13,11,1072021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,California,5812,6
38829,03292021 10:58:23,11,3302021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,125
38829,03042021 11:25:40,11.5,3062021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,88
38829,04072021 10:32:19,11.5,4092021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,141
38829,03122021 11:17:51,11.5,3152021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,104
38829,02242021 11:09:23,11.5,2262021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,70
28226,01222021 12:49:23,11.62,1252021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Pennsylvania,5812,16
38829,03162021 10:38:09,12,3182021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,109
38829,03242021 11:25:46,12,3262021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,119
38829,03052021 11:45:54,12.5,3082021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,90
28226,01052021 12:05:20,12.92,1072021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Pennsylvania,5812,5
18054,01052021 12:06:22,13,1072021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,South Dakota,5812,1
38829,03192021 10:34:34,13.5,3222021,225000000000,CHAPULTEPEC LUPITA,HOUSTON,Ohio,5812,113
46762,02092021 11:15:52,14,2112021,225000000000,BURGER KING,ANCHORAGE,Alaska,5812,2
53222,02092021 11:15:52,14,2112021,225000000000,CHAPULTEPEC LUPITA,ASHLAND,Ohio,5812,2
37222,02092021 11:15:52,14,2112021,225000000000,CHAPULTEPEC LUPITA,ATLANTA,Georgia,5812,6
